goods_no,goods_nm,gender,item_cat_cd,d_cat_nm,full_nm,imgurl
3474588,코튼 스포츠 스웨트 팬츠 네이비,W,29015001,코튼 팬츠,Clothing > 바지 > 코튼 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20230818/3474588/3474588_16938829579330_500.jpg
4356268,[어프어프X이매지너리]미련곰 코비(맥세이프-보조배터리),U,12022005,보조배터리,Digital/Tech > 휴대폰 > 보조배터리,https://image.msscdn.net/thumbnails/images/goods_img/20240822/4356268/4356268_17242882305040_500.jpg
3727015,SEE-THROUGH WOOL T-SHIRT - WINE,W,27012004,긴소매 티셔츠,Sportswear > 상의 > 긴소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20231121/3727015/3727015_17005530792080_500.jpg
5154379,카모플라쥬 Z플립 시리즈 케이스 (무광),U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20250528/5154379/5154379_17546274312186_500.jpg
2060327,SUPREMIUM 수프리미엄 롱부츠_AC4D01723,W,5011003,롱 부츠,Shoes > 부츠 > 롱 부츠,https://image.msscdn.net/thumbnails/images/goods_img/20210812/2060327/2060327_2_500.jpg
5232890,[OUTDOORS CLUB] 플린트 숄 크루넥 티셔츠 NAVY (MAN),M,27012006,맨투맨/스웨트셔츠,Sportswear > 상의 > 맨투맨/스웨트셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250708/5232890/5232890_17519572548016_500.jpg
4625407,[withsome] 행복 가득 네잎클로버 폰 케이스,U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20241120/4625407/4625407_17320350563881_500.jpg
949846,Bike-rabbit_HOODY_12 바이크 라빗 토끼 바빗 그래픽 캐릭터 디자인 후드티 후디,M,29001006,후드 티셔츠,Clothing > 티셔츠 > 후드 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20190211/949846/949846_1_500.jpg
3036917,갤럭시S23 플러스 카메라 렌즈 프레임 프로텍터 강화유리 보호필름,U,12022003,보호필름,Digital/Tech > 휴대폰 > 보호필름,https://image.msscdn.net/thumbnails/images/goods_img/20230125/3036917/3036917_16746149884464_500.jpg
2435982,[WSM-22932] 카르마 BW 싱글타이백 세미컷 플립턴,W,27006010,원피스수영복,Sportswear > 수영복 > 원피스수영복,https://image.msscdn.net/thumbnails/images/goods_img/20220322/2435982/2435982_17386444204670_500.jpg
4721859,BOOST_이중직 스탠다드 팬츠_Cinder,M,27013008,일자 팬츠,Sportswear > 하의 > 일자 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250115/4721859/4721859_17369210023010_500.jpg
4668781,알파벳 실리콘 수모 화이트핑크,W,17002001,수영모,Sports/Goods > 수영/서핑/다이빙 용품 > 수영모,https://image.msscdn.net/thumbnails/images/goods_img/20241216/4668781/4668781_17343499933760_500.jpg
5160066,아이폰16 플러스 아이폰16 호환 강화유리 카메라 보호 필름 옵틱프로,U,12022003,보호필름,Digital/Tech > 휴대폰 > 보호필름,https://image.msscdn.net/thumbnails/images/goods_img/20250530/5160066/5160066_17485887942578_500.jpg
4406599,hipsheep 파스텔 몽상2 Z플립3/4 하드케이스,U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20240905/4406599/4406599_17254665870459_500.png
4827483,DEFENDER-WIND (디펜더 윈드) 여성 2L 방풍 자켓_CREAM BEIGE,W,27001010,기타 점퍼/재킷,Sportswear > 아우터 > 기타 점퍼/재킷,https://image.msscdn.net/thumbnails/images/goods_img/20250225/4827483/4827483_17404451392128_500.jpg
5198426,리본 투톤 볼캡-스카이블루(Ribbon 2tone ball-cap Skyblue),W,31015001,캡/야구 모자,Kids > 모자 > 캡/야구 모자,https://image.msscdn.net/thumbnails/images/goods_img/20250620/5198426/5198426_17503999264881_500.jpg
800348,NOR 워싱 와이드 데님 반바지 팬츠 MSEJP011-BK,W,29015006,숏팬츠,Clothing > 바지 > 숏팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20180613/800348/800348_17458921653701_500.jpg
1729067,언히든 X 멜란지마스터 더블레이어 필드자켓 - 블랙,M,29007010,사파리/헌팅 재킷,Clothing > 점퍼/재킷 > 사파리/헌팅 재킷,https://image.msscdn.net/thumbnails/images/goods_img/20201223/1729067/1729067_1_500.jpg
5126769,도트 하트 쇼츠_BEIGE,W,31011003,숏 팬츠,Kids > 바지 > 숏 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250519/5126769/5126769_17476424790201_500.jpg
5236056,PM_V-neck stripes short sleeves dress_BLUE,W,29013001,맥시 원피스,Clothing > 원피스 > 맥시 원피스,https://image.msscdn.net/thumbnails/images/goods_img/20250709/5236056/5236056_17520406858067_500.jpg
5316193,칠 오버사이즈 니트 (화이트),W,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250812/5316193/5316193_17549882800174_500.jpg
3503872,여성 반집업 맨투맨_Melange GREY,W,27012006,맨투맨/스웨트셔츠,Sportswear > 상의 > 맨투맨/스웨트셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20230828/3503872/3503872_16931872539384_500.jpg
2547810,SWIMMING BEAR LOGO 티셔츠 - 블루,M,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20220510/2547810/2547810_1_500.jpg
3238341,레일로드 랜턴 - 슬레이트 그레이,U,28009002,실내/실외등,Camping goods > 랜턴/램프/후레쉬 > 실내/실외등,https://image.msscdn.net/thumbnails/images/goods_img/20230417/3238341/3238341_16816996746239_500.jpg
3304919,뒤넥 빅 라벨 프린트 반팔 티셔츠 LILAC NADS1-MKS300_510,M,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20230518/3304919/3304919_16843815459898_500.jpg
2351822,폴리나 스트라이프 하이넥 (오렌지),W,29004,니트/스웨터,Clothing > 니트/스웨터,https://image.msscdn.net/thumbnails/images/goods_img/20220210/2351822/2351822_1_500.jpg
2720436,돌핀 아카이브 투톤 볼캡 브라운,W,7001001,볼캡,Headwear > 캡/야구 모자 > 볼캡,https://image.msscdn.net/thumbnails/images/goods_img/20220817/2720436/2720436_1_500.jpg
4067923,[KEENIT] 키치 크롭 셔링 티셔츠,W,31001001,반소매 티셔츠,Kids > 상의 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240418/4067923/4067923_17134351839657_500.jpg
1877287,JESUS STUDIO 후드티 - 그린,M,29001006,후드 티셔츠,Clothing > 티셔츠 > 후드 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20210402/1877287/1877287_1_500.jpg
4765532,캠퍼스 데님 플리츠 스커트(FK2SKH2306FDEM),W,31010,스커트,Kids > 스커트,https://image.msscdn.net/thumbnails/images/goods_img/20250206/4765532/4765532_17388298622193_500.jpg
3462615,유럽시리즈 아트 포스터 [A4/레스토랑&카페] BIRDY 할아버지,U,14003004,아트 포스터,Culture > 취미 > 아트 포스터,https://image.msscdn.net/thumbnails/images/goods_img/20230811/3462615/3462615_16917588158790_500.jpg
4848188,R-0044 / WOOL TWEED SHINING COLLARLESS JACKET(BLACK),M,29007004,슈트/블레이저 재킷,Clothing > 점퍼/재킷 > 슈트/블레이저 재킷,https://image.msscdn.net/thumbnails/images/goods_img/20250228/4848188/4848188_17430546366822_500.jpg
4584503,A 라인 울 스커트 애쉬베이지 [T44],W,29014001,롱스커트,Clothing > 스커트 > 롱스커트,https://image.msscdn.net/thumbnails/images/goods_img/20241104/4584503/4584503_17306854666825_500.jpg
4634101,로프 버클 키링_그린,M,11012,키링/키케이스,Accessory > 키링/키케이스,https://image.msscdn.net/thumbnails/images/goods_img/20241125/4634101/4634101_17325141469241_500.jpg
2476028,카모 윙팁 브로그 슈즈 AGCUWSH01_YE,W,32013001,스파이크화,Sportsshoes > 골프화 > 스파이크화,https://image.msscdn.net/thumbnails/images/goods_img/20220408/2476028/2476028_1_500.jpg
379205,[매니퀸] 머니클립 타이가 라이트그레이,M,4016,지갑/머니클립,Bag > 지갑/머니클립,https://image.msscdn.net/thumbnails/images/goods_img/20160701/379205/379205_1_500.jpg
4584908,[3026] 오피셜 스탠다드 울 타이,M,11009001,일반 넥타이,Accessory > 넥타이 > 일반 넥타이,https://image.msscdn.net/thumbnails/images/goods_img/20241104/4584908/4584908_17320957233213_500.jpg
4964619,GIANT (자이언트) 남녀공용 하프팬츠_Midnight YUM25343Z9,M,27013005,숏팬츠,Sportswear > 하의 > 숏팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250331/4964619/4964619_17433901958260_500.jpg
4910424,GERMAN DUCK DB WORK JACKET (NAVY),M,29007011,기타 점퍼/재킷,Clothing > 점퍼/재킷 > 기타 점퍼/재킷,https://image.msscdn.net/thumbnails/images/goods_img/20250318/4910424/4910424_17422830891290_500.jpg
4710670,킹케어 마이크로셀 바이탈 맥스+캐비어 네일 세럼 손톱영양제 기프트 2종 세트,U,15003003,네일 영양제,Beauty > 네일컬러/케어 > 네일 영양제,https://image.msscdn.net/thumbnails/images/goods_img/20250110/4710670/4710670_17364907207072_500.jpg
4882151,[MMW] GRAPHIC LSV-T (BLUE),W,29001002,긴소매 티셔츠,Clothing > 티셔츠 > 긴소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250311/4882151/4882151_17422677006302_500.jpg
5288084,오버핏 특양면 기모 볼드 로고 벌룬 후디-멜란지,M,29001006,후드 티셔츠,Clothing > 티셔츠 > 후드 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250801/5288084/5288084_17544708274609_500.jpg
1914316,아넬로 모던 베이직 샌들 에쿠르 1216,W,5004003,슬링백 샌들,Shoes > 샌들 > 슬링백 샌들,https://image.msscdn.net/thumbnails/images/goods_img/20210421/1914316/1914316_17218902938382_500.jpg
2274790,일레베어 크리스마스카드 4종세트,U,36026012,카드/엽서/봉투,Life > 사무용품 > 카드/엽서/봉투,https://image.msscdn.net/thumbnails/images/goods_img/20211221/2274790/2274790_1_500.jpg
3202582,silk sheer logo pendant scrunchie (H009_beige),W,25007003,머리끈/슈슈,Jewelry > 헤어 액세서리 > 머리끈/슈슈,https://image.msscdn.net/thumbnails/images/goods_img/20230403/3202582/3202582_16805086722125_500.jpg
3235246,"시그니처 자수 바스락 나일론 스트링 와이드 팬츠 (블랙, 라이트 카키, 핑크)",W,29015005,조거 팬츠,Clothing > 바지 > 조거 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20230414/3235246/3235246_16814517216135_500.jpg
4746650,SE055-SWETPANTS (navy),W,29015004,트레이닝 팬츠,Clothing > 바지 > 트레이닝 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250128/4746650/4746650_17379935810104_500.jpg
3030840,[UNISEX]엘보우 스프레이 하트스마일 후드티_그레이,W,29001006,후드 티셔츠,Clothing > 티셔츠 > 후드 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20230118/3030840/3030840_16740093830145_500.jpg
5243952,Palm Tree Logo 6Panel Cap_Lavender,W,7001001,볼캡,Headwear > 캡/야구 모자 > 볼캡,https://image.msscdn.net/thumbnails/images/goods_img/20250711/5243952/5243952_17522197108965_500.jpg
4700142,키즈 크로스백 미니 NN2PR08R_BLK,M,31014002,크로스 백,Kids > 가방/지갑 > 크로스 백,https://image.msscdn.net/thumbnails/images/goods_img/20250106/4700142/4700142_17367309747438_500.jpg
5317312,코튼 와이드 스트레이트 이지 팬츠 BEIGE,M,27013008,일자 팬츠,Sportswear > 하의 > 일자 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250813/5317312/5317312_17550451054809_500.jpg
2989047,귤과고양이 아이폰큐브케이스,U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20221219/2989047/2989047_1_500.jpg
3914477,VSW 3D Puppy T-Shirts White,M,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240229/3914477/3914477_17097897276542_500.jpg
5189102,주니어 1.5 컬렉션 헬멧 - 블레이징 블루,M,31022004,기타 안전용품,Kids > 안전용품 > 기타 안전용품,https://image.msscdn.net/thumbnails/images/goods_img/20250617/5189102/5189102_17501269615623_500.jpg
3913731,(U) 데이지 펄 체인 민트 DAISY PEARL CHAIN MINT,M,25003,목걸이,Jewelry > 목걸이,https://image.msscdn.net/thumbnails/images/goods_img/20240229/3913731/3913731_17091812170116_500.jpg
2977723,Pearl and Pipe surgical necklace,W,25003,목걸이,Jewelry > 목걸이,https://image.msscdn.net/thumbnails/images/goods_img/20221209/2977723/2977723_1_500.jpg
3457471,[주니어]스마일포인트옥스퍼드토트백_IBG5BG628,W,31014004,숄더백,Kids > 가방/지갑 > 숄더백,https://image.msscdn.net/thumbnails/images/goods_img/20230810/3457471/3457471_16916441187463_500.jpg
5279810,NBSC_홑겹 우븐 스트레치 아동 조거 팬츠 NK9LF3702U49,W,31011008,트레이닝 팬츠,Kids > 바지 > 트레이닝 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250730/5279810/5279810_17544374056681_500.jpg
4097508,비대칭 플리츠 랩 스커트 NAEU4-WQS060_660,W,29015006,숏팬츠,Clothing > 바지 > 숏팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20240430/4097508/4097508_17144557642800_500.jpg
4161784,Smashing Bear 그래픽 티셔츠 - 그레이,M,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240529/4161784/4161784_17169393999621_500.jpg
4258822,애플워치 10 9 8 7 6 5 4 SE 2 스트랩 링케 레더원 슬림 가죽,U,12023002,스마트워치 액세서리,Digital/Tech > 스마트기기 > 스마트워치 액세서리,https://image.msscdn.net/thumbnails/images/goods_img/20240718/4258822/4258822_17218000275981_500.jpg
1889415,남)기획 바이오 스톤 캣 브러쉬 JL1DTA04-LB,M,29015002,청/데님 팬츠,Clothing > 바지 > 청/데님 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20210408/1889415/1889415_17312842704760_500.jpg
3126481,여성 태슬 스파이크리스 골프화 OF7802LA_WHITE,W,32013002,아웃도어화,Sportsshoes > 골프화 > 아웃도어화,https://image.msscdn.net/thumbnails/images/goods_img/20230307/3126481/3126481_16781508056026_500.jpg
288341,커플반지 추천 써지컬스틸 볼 반지,W,25008,커플링,Jewelry > 커플링,https://image.msscdn.net/thumbnails/images/goods_img/20151207/288341/288341_1_500.jpg
1227710,Story in the Frame Brooch02,W,25003,목걸이,Jewelry > 목걸이,https://image.msscdn.net/thumbnails/images/goods_img/20191117/1227710/1227710_2_500.jpg
5297542,ES 배색 꽃잎 니트 벙거지 비니모 (3color),W,7004,버킷햇,Headwear > 버킷햇,https://image.msscdn.net/thumbnails/images/goods_img/20250806/5297542/5297542_17550770935056_500.jpg
3745220,칼리지 로고 배색 기모 후디(블랙),M,29001006,후드 티셔츠,Clothing > 티셔츠 > 후드 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20231205/3745220/3745220_17017656101879_500.jpg
3884529,KK25376 주니어 스쿨걸 져지 베스트,W,31006,베스트,Kids > 베스트,https://image.msscdn.net/thumbnails/images/goods_img/20240220/3884529/3884529_17084113815885_500.jpg
3906981,BEDTIME STORIES CASSETTE TAPE,W,14003003,굿즈/오브제,Culture > 취미 > 굿즈/오브제,https://image.msscdn.net/thumbnails/images/goods_img/20240227/3906981/3906981_17092123600922_500.jpg
3435562,버튼다운 옥스포드 오버셔츠(라이트그레이),M,31001004,셔츠/블라우스,Kids > 상의 > 셔츠/블라우스,https://image.msscdn.net/thumbnails/images/goods_img/20230731/3435562/3435562_17128199467891_500.jpg
1391478,러프 믹스 체인 팔찌-믹스,W,25001,팔찌,Jewelry > 팔찌,https://image.msscdn.net/thumbnails/images/goods_img/20200408/1391478/1391478_1_500.jpg
5341529,이태리 꼬모실크 스포데라토 라운드 앤틱 올오버 브라운,M,11009001,일반 넥타이,Accessory > 넥타이 > 일반 넥타이,https://image.msscdn.net/thumbnails/images/goods_img/20250820/5341529/5341529_17556570284025_500.jpg
4116523,RC RE-RAIN SHIRRING BOOTS KHAKI,W,5011005,레인 부츠,Shoes > 부츠 > 레인 부츠,https://image.msscdn.net/thumbnails/images/goods_img/20240509/4116523/4116523_17494525319356_500.jpg
4897072,스프레드 타이포 로고 프린트 오버핏 반팔티 그레이,W,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250313/4897072/4897072_17418684612257_500.jpg
2346647,엘비스 슈퍼 와이드 데님 팬츠,M,29015002,청/데님 팬츠,Clothing > 바지 > 청/데님 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20220208/2346647/2346647_16946564198236_500.jpg
3711957,SNOWBALL COVY(맥세이프-카드지갑),U,12022007,기타 휴대폰 액세서리,Digital/Tech > 휴대폰 > 기타 휴대폰 액세서리,https://image.msscdn.net/thumbnails/images/goods_img/20231115/3711957/3711957_17000203414840_500.jpg
3010211,Cubic thin Hairband,W,25007001,헤어밴드,Jewelry > 헤어 액세서리 > 헤어밴드,https://image.msscdn.net/thumbnails/images/goods_img/20230108/3010211/3010211_16731839687656_500.jpg
3890653,AGING DENIM HENLYNECK LONG SLEEVE [Vintage Indigo],M,29001002,긴소매 티셔츠,Clothing > 티셔츠 > 긴소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240222/3890653/3890653_17086551929585_500.jpg
